# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 82K of event 'task-clock:ppp'
# Event count (approx.): 82543543461
#
# Overhead  Symbol                                            IPC   [IPC Coverage]
# ........  ................................................  ....................
#
     0.00%  [.] 0x00000000000a11cb                            -      -            
     0.00%  [.] 0x00000000000a11d6                            -      -            
     0.00%  [.] 0x00000000000a11e5                            -      -            
     0.00%  [.] 0x00000000000a120c                            -      -            
     0.00%  [.] 0x00000000000a1216                            -      -            
     0.00%  [.] 0x00000000000a122c                            -      -            
     0.00%  [.] 0x00000000000a124a                            -      -            
     0.00%  [.] 0x00000000000a1253                            -      -            
     0.00%  [.] 0x00000000000a1263                            -      -            
     0.00%  [.] 0x00000000000a129a                            -      -            
     0.00%  [.] 0x00000000000a12a7                            -      -            
     0.00%  [.] 0x00000000000a12d8                            -      -            
     0.00%  [.] 0x00000000000a12e8                            -      -            
     0.00%  [.] 0x00000000000a12ec                            -      -            
     0.00%  [.] 0x00000000000a1337                            -      -            
     0.00%  [.] 0x00000000000a143e                            -      -            
     0.00%  [.] 0x00000000000a14bc                            -      -            
     0.00%  [.] 0x00000000000a1581                            -      -            
     0.00%  [.] 0x00000000000a15ab                            -      -            
     0.00%  [.] 0x00000000000a15e1                            -      -            
     0.00%  [.] 0x00000000000a15e9                            -      -            
     0.00%  [.] 0x00000000000a15ed                            -      -            
     0.00%  [.] 0x00000000000a1600                            -      -            
     0.00%  [.] 0x00000000000a160f                            -      -            
     0.00%  [.] 0x00000000000a1637                            -      -            
     0.00%  [.] 0x00000000000a163a                            -      -            
     0.00%  [.] 0x00000000000a1655                            -      -            
     0.00%  [.] 0x00000000000a1689                            -      -            
     0.00%  [.] 0x00000000000a1690                            -      -            
     0.00%  [.] 0x00000000000a1693                            -      -            
     0.00%  [.] 0x00000000000a16cb                            -      -            
     0.00%  [.] 0x00000000000a1763                            -      -            
     0.00%  [.] 0x00000000000a177a                            -      -            
     0.00%  [.] 0x00000000000a1841                            -      -            
     0.00%  [.] 0x00000000000a1844                            -      -            
     0.00%  [.] 0x00000000000a1860                            -      -            
     0.00%  [.] 0x00000000000a1895                            -      -            
     0.00%  [.] 0x00000000000a18a0                            -      -            
     0.00%  [.] 0x00000000000a1944                            -      -            
     0.00%  [.] 0x00000000000a1a0e                            -      -            
     0.00%  [.] 0x00000000000a1a11                            -      -            
     0.00%  [.] 0x00000000000a1a1c                            -      -            
     0.00%  [.] 0x00000000000a1aca                            -      -            
     0.00%  [.] 0x00000000000a1acd                            -      -            
     0.00%  [.] 0x00000000000a1ad0                            -      -            
     0.00%  [.] 0x00000000000a1b5e                            -      -            
     0.00%  [.] 0x00000000000a1b67                            -      -            
     0.00%  [.] 0x00000000000a1b75                            -      -            
     0.00%  [.] 0x00000000000a1b8d                            -      -            
     0.00%  [.] 0x00000000000a1b92                            -      -            
     0.00%  [.] 0x00000000000a1b9c                            -      -            
     0.00%  [.] 0x00000000000a1bbf                            -      -            
     0.00%  [.] 0x00000000000a1bf3                            -      -            
     0.00%  [.] 0x00000000000a1bfe                            -      -            
     0.00%  [.] 0x00000000000a1c03                            -      -            
     0.00%  [.] 0x00000000000a1d3a                            -      -            
     0.00%  [.] 0x00000000000a1d9c                            -      -            
     0.00%  [.] 0x00000000000a1e0d                            -      -            
     0.00%  [.] 0x00000000000a1e14                            -      -            
     0.00%  [.] 0x00000000000a1e18                            -      -            
     0.00%  [.] 0x00000000001727c9                            -      -            
     0.00%  [.] 0x00000000001727f7                            -      -            
     0.00%  [.] 0x0000000000172826                            -      -            
     0.00%  [.] 0x0000000000172848                            -      -            
     0.00%  [.] 0x0000000000172861                            -      -            
     0.00%  [.] 0x0000000000172880                            -      -            
     0.00%  [.] 0x000000000017288d                            -      -            
     0.00%  [.] 0x00000000001758a5                            -      -            
     0.00%  [.] 0x0000000000176980                            -      -            
     0.00%  [.] 0x00000000001769c5                            -      -            
     0.00%  [.] 0x0000000000176dd5                            -      -            
     0.00%  [.] 0x0000000000176df3                            -      -            
     0.00%  [.] 0x0000000000176ff4                            -      -            
     0.00%  [.] 0x0000000000177004                            -      -            
     0.00%  [.] 0x0000000000177315                            -      -            
     0.00%  [.] 0x0000000000177318                            -      -            
     0.00%  [.] 0x000000000017731b                            -      -            
     0.00%  [.] 0x0000000000177328                            -      -            
     0.00%  [.] 0x0000000000177339                            -      -            
     0.00%  [k] 0x00007fffc00676b0                            -      -            


#
# (Tip: To filter subset of samples with report or script add --time X-Y or --cpu A,B,C or --socket-filter ...)
#
